Exploration_task0 Actions Max,Epoch Time (s),_task0 Returns Min,Policy log std Mean,VF Loss,Policy mu Std,V Predictions Max,R Predictions Min,R Predictions Max,(Previous) Eval Time (s),AverageReturn__task0,R Predictions Std,_task0 Rewards Mean,Policy Loss,_task0 Actions Max,KL Loss,Number of rollouts total,Exploration_task0 Actions Std,_task0 Rewards Max,Q Predictions Min,Policy log std Min,Z variance train,Log Pis Max,Num Paths,_task0 Rewards Min,_task0 Actions Std,Number of env steps total,Total Train Time (s),Z mean train,Q Predictions Mean,QF Loss,Policy mu Mean,_task0 Actions Min,V Predictions Mean,Log Pis Mean,Log Pis Min,Exploration_task0 Returns Max,AverageReturn_all_train_tasks,Exploration_task0 Returns Std,R Predictions Mean,Number of train steps total,Exploration_task0 Returns Mean,Log Pis Std,Exploration_task0 Rewards Max,Q Predictions Std,Policy log std Std,_task0 Rewards Std,Epoch,Policy mu Max,V Predictions Min,Q Predictions Max,_task0 Actions Mean,Policy log std Max,Train Time (s),Sample Time (s),Exploration_task0 Actions Min,RF Loss,_task0 Returns Max,Exploration_task0 Rewards Mean,Exploration_task0 Rewards Min,Exploration_task0 Returns Min,_task0 Returns Mean,Exploration_task0 Rewards Std,V Predictions Std,Exploration_task0 Actions Mean,_task0 Returns Std,KL Divergence,AverageReturn_all_test_tasks,Policy mu Min
1.0,235.02256607601885,-128.784887731,-0.956839,8.73398e+06,9.9462,530587.0,-166.708,15309.8,25.857151584998064,21504.3215628,3062.11,143.362143752,-147831.0,1.0,1.1074273970734794e-05,56997,0.827488,1794.43061392,3496.16,-6.06376,0.999956,53.1551,363,-1.01114412864,0.782993,7851000,36395.170230793854,0.00107205,146437.0,7.12216e+08,-1.20589,-1.0,149494.0,22.9108,-1.67087,2474082.33485,17739.7532384,453493.254615,1408.0,157000,201443.341511,9.58707,22810.2359758,191904.0,1.04302,379.075647245,156,62.4888,4188.31,528408.0,-0.0926031,2.0,101.50098000300204,107.66443448801874,-1.0,41126.4,193526.493331,1329.52605397,-9.60176073441,-1081.66264984,21504.3215628,3230.22792919,195384.0,-0.200144,53954.7901868,0.00011074273788835853,21504.3215628,-99.5104
1.0,234.4116350319964,-90.4061286155,-0.947307,3.47501e+06,8.4802,536015.0,-71.3677,19010.9,25.825513906995184,9299.25189244,2388.24,61.9950126163,-151894.0,1.0,4.922243533656001e-06,57360,0.828786,541.240195038,3231.24,-6.14701,0.99871,52.765,363,-0.862898796046,0.798361,7901000,36629.46345298487,0.00042255,149892.0,7.97796e+08,-0.419042,-1.0,150952.0,22.4277,-4.23802,2623590.69033,2279.45787756,541589.036244,894.365,158000,222005.041704,9.90654,23061.4578883,197115.0,1.02917,126.96914893,157,60.1619,4152.92,539370.0,-0.232979,2.0,101.18436324199865,107.40175788300257,-1.0,55401.5,64067.2861082,1465.23327525,-10.6528580787,-1416.5281913,9299.25189244,3838.47784078,198342.0,-0.0971188,18475.3493848,4.922243533656001e-05,9299.25189244,-89.0213
1.0,232.54492874496646,-92.6865099403,-0.951568,3.82698e+06,8.36714,543022.0,-108.006,20607.9,25.708544594999694,19390.8346523,2422.83,129.272231015,-152028.0,1.0,4.3867661588592455e-05,57723,0.854638,1574.21150717,3700.6,-5.08303,0.99876,51.7099,363,-0.766074850041,0.826791,7951000,36861.853600792834,0.00141027,150428.0,1.12981e+09,-0.42934,-1.0,150887.0,22.2831,-2.29452,1836495.51171,2852.82069861,377894.723451,874.454,159000,183173.550556,10.4197,22941.4834929,199466.0,1.02117,345.039774115,158,61.0015,4146.29,544978.0,-0.200461,2.0,99.84655737299909,106.98982677696767,-1.0,60484.9,165020.948443,1208.94543367,-9.80043479905,-1205.99572207,19390.8346523,2657.01617163,200087.0,-0.0835016,49659.3159269,0.00043867662316188216,19390.8346523,-97.2665
1.0,234.2778539399951,-83.0589631601,-0.912758,3.96426e+06,8.54726,552417.0,-131.675,16338.7,25.555129507003585,17719.1614599,1976.7,118.127743066,-154712.0,1.0,4.960876594850561e-06,58086,0.851392,810.638681869,3192.46,-4.83693,0.999547,56.3911,363,-0.729369885114,0.795524,8001000,37096.35551670083,0.000542666,152604.0,8.09186e+08,-0.770036,-1.0,153621.0,23.5262,-2.26716,2120199.11028,10917.5875174,457263.70124,677.657,160000,192675.379599,9.96564,21532.4308662,203604.0,1.104,233.844165509,159,75.7841,4102.2,552654.0,-0.0609575,2.0,101.63570803799666,107.08701639499486,-1.0,24437.9,100536.316811,1271.65750535,-10.1988953686,-1245.2220168,17719.1614599,3243.67434537,204819.0,-0.123543,33994.9138574,4.960876685800031e-05,17719.1614599,-98.6376
1.0,234.83452094403037,-114.780385513,-0.89007,1.66361e+06,10.0225,564215.0,-104.312,18050.1,25.781465810003283,29259.1709371,3139.2,195.061139581,-154960.0,1.0,1.6128217339428375e-06,58449,0.867602,1809.44153601,3372.58,-7.27987,1.00024,57.0122,363,-0.96935767892,0.84196,8051000,37331.19099946387,0.000450744,153285.0,1.48863e+09,-0.868257,-1.0,154971.0,23.7355,-2.0105,2546535.85138,36866.3498218,346388.803553,1359.62,161000,138621.364538,9.61661,23071.7740698,204939.0,1.13885,421.474551548,160,68.4226,3228.7,565262.0,-0.148904,2.0,101.74644499200076,107.30661014202633,-1.0,284591.0,191892.320308,914.901005948,-10.6076436823,-1037.0085755,29259.1709371,2527.67245472,206686.0,-0.123119,59758.137101,1.6128216884681024e-05,29259.1709371,-107.17
1.0,235.56756588901771,-78.2254626501,-0.966518,8.93525e+06,9.55278,569700.0,-54.9159,16395.9,25.783408284005418,28479.5999497,3352.18,189.863999665,-154119.0,1.0,2.0587011022143997e-05,58812,0.852453,1749.794627,3007.73,-6.00108,0.999495,54.2332,363,-0.646536375779,0.844661,8101000,37566.70044675088,0.00108557,152467.0,5.02149e+08,-0.961328,-1.0,155638.0,22.535,-4.64633,2352590.41572,30905.3045329,464681.955862,1609.88,162000,219617.522821,9.78539,22296.679494,207080.0,1.11335,355.667693225,161,63.3145,3790.05,566071.0,-0.114187,2.0,102.37589022400061,107.40826738101168,-1.0,171453.0,166138.322498,1449.47565062,-12.4639786018,-1459.27532125,28479.5999497,3268.53980088,210922.0,-0.117252,50322.5332923,0.00020587010658346117,28479.5999497,-127.451
1.0,234.57851420302904,-119.978648531,-0.974275,2.97615e+06,9.7013,580686.0,-175.572,11998.2,25.72618658599822,27804.0409908,2444.16,185.360273272,-161841.0,1.0,1.3833509001415223e-05,59175,0.86678,1729.54561512,3341.15,-5.65982,1.00013,53.5111,363,-0.926443956753,0.82871,8151000,37801.18540961691,0.00118977,160066.0,1.11101e+09,-0.719014,-1.0,162734.0,22.9973,-2.94686,2344875.10608,3268.67260997,376440.693765,1202.75,163000,151103.231671,10.3888,22556.4342421,214390.0,1.12463,354.019202324,162,53.026,3063.93,578707.0,-0.0907698,2.0,101.26370386800409,107.58862374902674,-1.0,200598.0,166102.949871,997.281329029,-10.7547277554,-1293.73557068,27804.0409908,2700.88510669,217461.0,-0.133512,50804.5425426,0.00013833509001415223,27804.0409908,-147.308
1.0,234.16932596801053,-119.095556665,-0.979932,2.54265e+06,9.83356,582478.0,-48.7296,20586.4,25.63426977400377,16856.3075059,2794.21,112.375383373,-167239.0,1.0,2.6798022645380115e-06,59538,0.850478,2044.43009781,2886.93,-5.84432,0.99921,52.7933,363,-0.937311542994,0.868369,8201000,38035.372040761926,0.000361167,165611.0,1.29533e+09,-0.424305,-1.0,166696.0,23.9394,0.913434,2368659.51306,8308.57610505,372696.674761,1226.93,164000,184234.583552,10.1636,22949.3853206,220690.0,1.13277,333.406343896,163,49.6105,3090.73,586937.0,-0.110716,2.0,101.14440631699836,107.3906498770084,-1.0,83419.1,182327.227076,1215.94825144,-10.3744774246,-1183.84472589,16856.3075059,2638.89111202,221937.0,-0.059738,48020.7427663,2.6798021281138062e-05,16856.3075059,-117.738
1.0,233.58760869699472,-91.6878822195,-0.915358,1.5915e+06,12.0053,587272.0,-12.9532,20820.5,25.652920554006414,9752.2492471,3338.29,65.0149949807,-166319.0,1.0,4.713333964900812e-06,59901,0.881081,981.645733962,3017.42,-6.05692,1.00023,56.659,363,-0.911310314387,0.857014,8251000,38268.7983488739,0.000587151,164835.0,1.24184e+09,-1.14508,-1.0,166560.0,22.496,-4.87773,2253177.42595,6194.51107206,385461.861566,1272.31,165000,155492.024295,9.85541,22992.1308215,221308.0,1.16328,149.361295063,164,57.3509,3153.24,586616.0,-0.112188,2.0,100.71058156300569,107.22410657998262,-1.0,128797.0,73631.405845,1026.24736034,-11.3435765341,-1310.91190358,9752.2492471,2718.57707315,223213.0,-0.0757589,21449.4704544,4.713334055850282e-05,9752.2492471,-146.225
1.0,233.2796083409703,-89.4148523428,-1.01047,7.7323e+06,10.5141,599748.0,-163.383,14862.9,25.493003370000224,19690.9922479,1931.82,131.273281653,-169224.0,1.0,2.3608045012224466e-06,60264,0.83991,1269.8269988,2658.94,-6.16751,1.00001,57.4271,363,-0.896953509288,0.827331,8301000,38502.403988451886,0.000555507,167405.0,1.04441e+09,-0.843448,-1.0,170983.0,22.6075,-1.3764,1945359.31961,9928.16185486,330617.569655,623.692,166000,160137.286492,10.0437,17988.7633456,225225.0,1.14275,231.662823229,165,96.4704,3024.7,596574.0,-0.0913915,2.0,100.673912105005,107.11269286596507,-1.0,24310.0,101805.412814,1056.90609085,-11.6276097763,-1337.97139265,19690.9922479,2334.58264747,229243.0,-0.171756,32653.3470457,2.3608045012224466e-05,19690.9922479,-168.693
1.0,235.38305995398696,-103.211173869,-0.968746,8.24452e+06,11.8827,604972.0,-142.287,18169.5,25.820463317002577,33783.9853003,3120.35,225.226568669,-172485.0,1.0,3.882768396579195e-06,60627,0.861516,2269.91213369,863.001,-5.94562,1.00022,54.4299,363,-0.862268825701,0.879077,8351000,38737.741877438864,0.000650578,170782.0,8.14614e+08,-0.978651,-1.0,174117.0,22.7956,-2.02918,2017436.05523,44172.4736639,362653.043792,1325.54,167000,162791.963734,9.97282,22415.06647,225565.0,1.15831,447.926912394,166,176.164,3009.49,600250.0,-0.0728042,2.0,101.8557994839939,107.70679715299048,-1.0,214626.0,228948.80867,1074.42696065,-11.9281451013,-1429.72232722,33783.9853003,2594.76631006,229337.0,-0.103533,63879.8777514,3.8827682146802545e-05,33783.9853003,-253.893
1.0,234.99838900301984,-115.483253502,-1.00601,1.89576e+07,11.0691,617358.0,-27.1123,18059.4,25.77726134099794,7521.52858745,3693.24,50.1435239163,-180748.0,1.0,1.863133547885809e-05,60990,0.8592,468.334869854,2741.46,-7.76158,1.00006,56.221,363,-0.934034875578,0.894542,8401000,38972.5955730079,0.00111644,179230.0,1.22997e+09,-0.634104,-1.0,183369.0,22.5082,-5.493,2632757.05959,6692.31722364,460033.542497,1928.49,168000,232099.668991,9.9331,23169.4049411,235361.0,1.19397,113.030326882,167,88.1069,2972.99,610840.0,-0.135227,2.0,101.32471086399892,107.89641679802298,-1.0,205352.0,58872.3165864,1531.85781534,-11.0535799504,-1557.26660764,7521.52858745,3235.09462856,240388.0,-0.0084036,16570.0090625,0.0001863133511506021,7521.52858745,-161.18
1.0,234.0273663970147,-101.294289753,-0.909856,1.0623e+07,13.8045,621506.0,-288.933,15598.7,25.633576685999287,37102.2380451,3009.81,247.348253634,-176976.0,1.0,1.382389928039629e-05,61353,0.883425,1829.72238753,3116.26,-5.6244,0.99986,58.6336,363,-0.836703452443,0.847608,8451000,39206.663031770906,0.000751094,175485.0,1.20053e+09,-2.00234,-1.0,178883.0,23.6535,-1.46559,1768051.09955,14591.6493631,423844.912479,1152.4,169000,195239.372974,10.2939,22116.6852817,233079.0,1.19914,432.867681947,168,62.2498,3122.32,616965.0,-0.0747337,2.0,100.91272273199866,107.48106697901676,-1.0,114303.0,180358.113737,1288.57986163,-11.8799197427,-1478.35038178,37102.2380451,3067.43860182,237000.0,-0.192068,61646.4206238,0.0001382389891659841,37102.2380451,-157.3
1.0,234.25772129598045,-104.088337167,-0.896218,1.67471e+07,15.2693,627409.0,-137.447,14741.3,25.675576281995745,16074.2901812,2511.82,107.161934541,-181942.0,1.0,1.7204616824528784e-06,61716,0.83846,1143.597487,2792.46,-6.11038,1.0001,61.7972,363,-0.82616605996,0.854507,8501000,39440.97603374788,0.000382529,180107.0,1.48274e+09,-2.04032,-1.0,184462.0,23.2996,-2.06473,2242610.69645,29177.6163772,570089.018784,1085.37,170000,299649.406908,10.3596,22989.5507349,238524.0,1.21966,205.871054721,169,143.779,2592.26,623757.0,-0.0335865,2.0,101.51153822999913,107.07060678398557,-1.0,129896.0,121091.663605,1977.6860856,-10.8473069803,-1196.09574851,16074.2901812,4042.36999075,243448.0,-0.120916,29858.2255157,1.720461659715511e-05,16074.2901812,-177.556
1.0,232.43198445098096,-93.2195121852,-0.909068,6.76335e+06,16.2631,633703.0,-19.102,18504.6,25.73167321299843,23078.3902833,2727.97,153.855935222,-182079.0,1.0,1.67634407262085e-05,62079,0.85022,1404.92786255,2968.76,-6.60826,0.998435,52.9905,363,-0.823527205349,0.845727,8551000,39673.431772485856,0.000736082,180607.0,1.90212e+09,-1.94343,-1.0,183579.0,22.9412,-2.1868,2336732.13192,13158.1246346,476633.393233,1252.02,171000,234454.411683,10.8032,22366.3375512,242526.0,1.19729,278.35100633,170,87.5003,3303.06,630094.0,-0.0158738,2.0,99.8593514719978,106.84095976598473,-1.0,140910.0,124510.836493,1547.39911711,-10.6099283416,-1495.92356373,23078.3902833,3338.92331333,246197.0,-0.087314,39449.4959367,0.00016763439634814858,23078.3902833,-184.08
1.0,234.25437528402108,-106.887246448,-0.944808,3.08508e+06,15.2314,632114.0,-13.5978,16954.2,25.757149433004088,11360.8671574,3144.75,75.7391143825,-185266.0,1.0,1.2305204108997714e-05,62442,0.881754,1411.85979952,3180.73,-5.70419,1.0002,52.6233,363,-0.885573952549,0.89958,8601000,39907.56985317488,0.000878494,183518.0,1.26488e+09,-1.80095,-1.0,186143.0,23.1144,-1.58403,2423376.36475,39976.189215,539966.852917,1583.47,172000,259588.718899,10.4125,22214.2438718,243579.0,1.23534,257.526748201,171,120.086,3217.13,633188.0,-0.175265,2.0,101.39128574499773,107.10594010601926,-1.0,226171.0,160682.133983,1713.28554473,-10.3058777797,-1197.25901086,11360.8671574,3810.12522745,246698.0,-0.0976517,37125.0567544,0.00012305204290896654,11360.8671574,-185.702
1.0,234.39639527400868,-113.872065158,-0.880419,3.19409e+06,16.106,638465.0,-96.7739,13067.4,25.6423290849998,24286.7679713,2245.23,161.911786476,-189267.0,1.0,6.43992962068296e-06,62805,0.897131,1641.59995758,2599.36,-7.45471,0.998575,52.6018,363,-0.900800968554,0.852547,8651000,40142.24234759687,0.000371984,187845.0,1.25265e+09,-2.17923,-1.0,188547.0,23.1324,-1.8867,2352499.92477,25497.0821752,382087.41857,944.675,173000,148262.800175,10.8944,23155.5660346,247458.0,1.23612,325.400915645,172,62.4788,3099.82,639845.0,-0.073382,2.0,101.13124056000379,107.62282562900509,-1.0,112731.0,132765.2122,978.534481155,-11.1113457075,-1244.41528388,24286.7679713,2737.43880062,248419.0,-0.131969,46772.4851486,6.43992971163243e-05,24286.7679713,-162.361
1.0,234.794680187013,-105.353531219,-0.845715,990905.0,15.9125,643882.0,-270.825,21534.0,25.920435847998306,8037.83609772,3423.22,53.5855739848,-188273.0,1.0,3.238528734073043e-06,63168,0.876365,564.843154155,2663.16,-6.10552,1.00005,50.387,363,-0.925271433248,0.842991,8701000,40376.98545390989,0.00054569,185934.0,2.03698e+09,-1.88145,-1.0,188082.0,22.6292,-1.61084,3251216.51621,56190.0234199,573202.600454,1292.25,174000,253197.129311,10.089,23150.2153935,248656.0,1.2715,120.803596958,173,95.4131,1629.23,647699.0,-0.0790645,2.0,100.96860525500233,107.90563908401236,-1.0,226744.0,63014.6635407,1671.10105345,-12.0618768406,-1208.20295757,8037.83609772,4031.27742403,251311.0,-0.108648,17313.2348407,3.238528734073043e-05,8037.83609772,-171.793
1.0,232.9819203870211,-111.451944721,-0.810978,1.18807e+07,17.3918,644763.0,-89.4903,19513.7,25.870207138003025,14642.3799182,2840.56,97.6158661215,-193388.0,1.0,2.1267248939693673e-06,63531,0.870753,962.237468241,2988.44,-7.72646,1.00007,57.3462,363,-0.937856159012,0.842669,8751000,40609.896635573896,0.000491099,191554.0,2.49441e+09,-2.21604,-1.0,191543.0,23.9112,-1.46046,2638260.39964,234.988125387,478091.075639,1096.02,175000,198251.5624,11.1236,22960.1107134,253674.0,1.28259,186.766365435,174,146.074,2876.6,655161.0,-0.235139,2.0,100.81860627399874,106.29310697501933,-1.0,220688.0,105841.181168,1308.46031184,-10.3751623845,-1375.82720426,14642.3799182,3406.77924124,253445.0,-0.0871732,26938.9818445,2.1267249394441023e-05,14642.3799182,-175.117
1.0,234.99948585600214,-100.353855042,-0.770379,3.52807e+06,17.7934,656321.0,-86.599,22091.3,25.800949561999005,38365.4416254,3668.59,255.769610836,-191796.0,1.0,3.3845492453110637e-06,63894,0.842757,1801.84442916,2914.66,-8.05688,0.999905,54.5795,363,-0.851928146189,0.858952,8801000,40844.57508564489,0.000485637,189942.0,1.12111e+09,-2.68968,-1.0,192267.0,23.402,-1.60116,2662421.92638,14283.0304521,562305.55507,1397.56,176000,269100.018735,10.712,22930.988743,254453.0,1.29034,464.528025285,175,137.837,2850.26,654855.0,-0.0785265,2.0,101.72523291400285,107.47330338000029,-1.0,353236.0,167714.979819,1776.06012365,-9.79824577791,-1352.76109767,38365.4416254,3973.64343009,257258.0,-0.154707,66068.8087183,3.3845491998363286e-05,38365.4416254,-166.57
1.0,234.04178825101553,-106.017316596,-0.850065,4.63938e+06,16.3636,657991.0,-115.527,20230.0,25.48085203699884,7697.85890415,3546.08,51.319059361,-198244.0,1.0,2.621520616230555e-05,64257,0.874188,760.660124235,2209.44,-5.78238,0.999096,55.0415,363,-0.910868985574,0.852325,8851000,41078.9425811909,0.00123136,196240.0,1.39641e+09,-2.53544,-1.0,197180.0,23.4494,-0.594204,2160849.6682,17731.9143729,372074.403541,1460.35,177000,137184.648579,10.9063,22363.6065284,259276.0,1.26846,139.49133222,176,66.8067,2346.42,661835.0,-0.264738,2.0,101.06823065299977,107.49270556101692,-1.0,220967.0,84207.9341934,905.418680623,-10.116163386,-1421.20963933,7697.85890415,2642.85255236,260320.0,-0.136803,20474.6851423,0.0002621520543470979,7697.85890415,-176.714
1.0,234.94667669798946,-100.383032854,-0.863616,3.43664e+06,15.028,661182.0,-116.752,18767.4,25.807930599999963,33766.5653907,2759.68,225.110435938,-190968.0,1.0,1.9138498828397132e-05,64620,0.870597,1834.50592223,1828.45,-6.88862,1.00075,53.8993,363,-0.817342962772,0.870213,8901000,41313.84927399788,0.00116625,189579.0,2.00566e+09,-1.93079,-1.0,190782.0,22.7511,-0.837626,2284212.53086,7705.77410642,462474.044607,1051.44,178000,189787.405452,10.6244,22666.9875528,259912.0,1.24513,494.322628744,177,67.7693,2267.69,663691.0,-0.152042,2.0,101.73416310300672,107.40458299498277,-1.0,90848.0,205717.360734,1252.59687598,-10.398571676,-1294.59638183,33766.5653907,3288.81678719,261567.0,-0.156605,70202.2366306,0.00019138498464599252,33766.5653907,-184.584
1.0,234.28604761804309,-110.32951405,-0.811062,1.48727e+06,14.9842,663568.0,-17.6208,17976.4,25.769684997001605,14217.0388638,2575.02,94.7802590922,-198146.0,1.0,5.171498742129188e-06,64983,0.862007,1056.29795653,1596.58,-5.46495,1.00001,55.2632,363,-0.853224998104,0.879979,8951000,41548.14024922393,0.000699756,195911.0,1.63563e+09,-2.27217,-1.0,198161.0,24.1067,-3.18385,2249425.50544,27266.5009485,349975.813935,1087.4,179000,143042.919405,10.5479,23146.6717295,260058.0,1.24549,248.977395025,178,81.7942,2274.09,663625.0,-0.155089,2.0,100.68233623099513,107.83402639004635,-1.0,134793.0,122122.061449,944.083268076,-9.40100647188,-1325.30514096,14217.0388638,2469.57777102,262809.0,-0.202027,35562.8995934,5.171498560230248e-05,14217.0388638,-166.6
1.0,235.1058072879605,-116.302232205,-0.834248,3.75217e+06,13.8437,664445.0,-98.3765,15310.1,25.776540151993686,21625.7497788,2660.09,144.171665192,-188990.0,1.0,2.0637148736568633e-06,65346,0.884597,1934.16415225,2176.9,-6.39143,1.00027,56.4788,363,-0.919574916112,0.81062,9001000,41783.2483348019,0.000463133,187313.0,1.52619e+09,-1.52765,-1.0,189954.0,23.9373,-1.26637,2329886.588,10149.7197494,383127.689011,1165.14,180000,162056.017609,10.4879,22672.5585323,256226.0,1.22013,359.223359125,179,85.5517,2327.18,663112.0,-0.194566,2.0,101.12513738399866,108.20412975196814,-1.0,157818.0,200989.006598,1069.56971622,-9.33688291306,-1526.13341503,21625.7497788,2680.22653658,259115.0,-0.14062,51294.0494274,2.063714782707393e-05,21625.7497788,-191.159
1.0,234.2431721739922,-107.065870077,-0.78939,4.39184e+06,17.0946,663818.0,-169.273,20745.9,25.77994464099902,24172.5734304,3656.68,161.150489536,-192264.0,1.0,1.0865032891160809e-05,65709,0.881396,1817.80226439,1864.85,-6.60539,1.00015,56.5287,363,-0.874234107071,0.854622,9051000,42017.46151446989,0.00092413,190256.0,1.84662e+09,-2.17794,-1.0,191254.0,24.0003,-1.31351,2242691.71197,54929.9888445,517330.03378,1582.31,181000,199653.939108,10.9773,22902.8310241,257880.0,1.23144,331.996729635,180,103.968,1515.24,668090.0,-0.175198,2.0,101.24905951400433,107.21416801898886,-1.0,188510.0,181049.310545,1317.71599811,-9.42130926208,-1539.79882155,24172.5734304,3660.11141033,258979.0,-0.226115,47266.0596506,0.00010865032527362928,24172.5734304,-225.812
1.0,234.1059905650327,-117.667662871,-0.749554,9.78644e+06,15.8455,670010.0,-174.087,20194.6,25.75127665999753,31577.7967204,3367.98,210.518644802,-192940.0,1.0,7.096775789250387e-06,66072,0.89331,2191.59518757,1120.22,-7.01976,1.00046,57.5586,363,-1.09906735412,0.886854,9101000,42251.433679568945,0.000668455,190729.0,1.16899e+09,-1.6604,-1.0,194823.0,24.4279,-0.697364,2284450.39867,42421.9540777,288050.572323,1233.62,182000,121282.529155,10.8881,23118.7730332,258904.0,1.19162,454.929532279,181,107.434,1011.23,667563.0,-0.0804281,2.0,100.64976365199982,107.70495025303535,-1.0,50468.6,196997.857603,800.464692422,-9.42046002465,-1478.5352826,31577.7967204,2085.16548107,263709.0,-0.126496,63320.7299049,7.096775516401976e-05,31577.7967204,-226.589
1.0,234.056442408968,-110.875706373,-0.746183,3.63779e+06,14.8452,669214.0,-41.2049,16299.6,25.619599748999462,23372.8785998,2922.41,155.819190665,-192500.0,1.0,2.88602604996413e-05,66435,0.875171,1680.02237156,984.81,-5.35825,1.00057,55.6687,363,-0.861954486924,0.880813,9151000,42485.36906292291,0.00127076,190450.0,1.30476e+09,-1.34611,-1.0,191480.0,23.5383,-0.478289,2215214.22561,27847.8283674,459370.916784,1243.32,183000,199401.695971,10.4107,22345.1031856,260677.0,1.18212,364.655832374,182,99.682,1751.9,670606.0,-0.111818,2.0,100.99998904299719,107.43685361697135,-1.0,89258.1,185574.478181,1316.05119341,-9.92706468665,-1140.92879154,23372.8785998,3253.11128928,262137.0,-0.177986,52504.8966774,0.000288602604996413,23372.8785998,-215.278
1.0,233.9044177029864,-107.484677754,-0.751355,3.96168e+06,14.2049,672903.0,-125.947,16203.3,25.499911904000328,31590.7692751,2693.08,210.6051285,-192250.0,1.0,1.8225269741378725e-05,66798,0.862334,2255.75960404,1632.01,-6.7708,0.999354,51.9278,363,-0.860269652606,0.86462,9201000,42719.49679518289,0.00123164,189708.0,1.13275e+09,-0.919585,-1.0,191611.0,23.3689,-1.707,2330104.732,4079.33333632,484641.33488,1036.47,184000,243089.975722,10.5479,22679.3832802,261380.0,1.10418,493.65584886,183,80.9898,1756.8,678257.0,-0.141242,2.0,101.16546402800304,107.23904177098302,-1.0,42215.8,245123.808732,1604.39383977,-10.8157560481,-1340.5557055,31590.7692751,3435.7464987,263624.0,-0.0945046,70098.1981955,0.00018225269741378725,31590.7692751,-220.126
1.0,234.41327237198857,-111.027214472,-0.740418,3.27565e+06,11.9387,674939.0,-234.558,20106.7,25.72463261899975,14583.5686295,2845.59,97.2237908632,-194962.0,1.0,1.5138116395974066e-05,67161,0.875891,909.09589437,944.199,-4.85023,0.999077,53.251,363,-0.967556648527,0.877193,9251000,42953.928064554886,0.00100556,192746.0,1.81891e+09,-0.643428,-1.0,193924.0,23.7704,-0.301851,2211507.10984,12776.2365212,350648.152918,1128.37,185000,121373.508173,10.558,22699.924301,262202.0,1.10668,189.600508804,184,89.9366,581.394,678460.0,-0.0684541,2.0,100.85147329100437,107.83716646198445,-1.0,164532.0,73191.1610535,801.065153943,-9.06690181909,-1278.65105282,14583.5686295,2508.73759087,263923.0,-0.202396,26998.7390644,0.00015138115850277245,14583.5686295,-208.052
1.0,234.2931168180221,-113.341981898,-0.720171,9.66122e+06,15.6274,677099.0,-99.5026,16035.6,25.7442207379936,23368.1700663,3430.09,155.787800442,-197682.0,1.0,3.6907658795826137e-06,67524,0.896978,1856.56376775,1000.08,-7.17787,0.999396,54.432,363,-0.90151381581,0.813434,9301000,43188.16080855191,0.000497493,195553.0,2.2055e+09,-0.93578,-1.0,195904.0,24.1786,-3.4291,2321542.54802,2662.3247857,422353.451647,1463.38,186000,187470.764762,10.7524,22387.3719901,264329.0,1.18266,317.649435091,185,100.929,1454.06,680034.0,-0.116258,2.0,101.05887495999923,107.49002112002927,-1.0,149119.0,177511.14912,1237.30704743,-9.34154573098,-1503.20575085,23368.1700663,3022.44690179,264572.0,-0.121622,45528.1127932,3.690765879582614e-05,23368.1700663,-239.048
1.0,234.04316606299835,-108.991291498,-0.764418,2.6894e+06,14.0958,688025.0,-108.963,16164.2,25.68600185700052,30860.025874,3451.75,205.733505827,-202133.0,1.0,8.646503374620806e-06,67887,0.895247,2091.97812113,442.845,-5.10729,1.00138,53.9758,363,-0.874577307382,0.848546,9351000,43422.33369071092,0.000416042,200412.0,2.28925e+09,-0.494993,-1.0,202768.0,23.3351,-1.41846,2520762.19626,754.10160096,395772.973903,1524.09,187000,175098.186028,10.4303,23106.5032635,266769.0,1.12619,415.688980295,186,88.1795,832.392,687804.0,-0.0847199,2.0,100.88520236199838,107.47196184399945,-1.0,157736.0,209990.711066,1155.64802778,-9.89751997055,-1497.34891393,30860.025874,2797.33578498,269679.0,-0.127525,58888.9642488,8.646503556519747e-05,30860.025874,-219.87
1.0,234.85513881998486,-114.218709693,-0.745701,8.27623e+06,14.5086,680746.0,-139.746,18926.3,25.816542421998747,16273.0198107,3789.22,108.486798738,-192777.0,1.0,6.242709332582308e-06,68250,0.865704,1010.70398447,1065.3,-6.6006,0.999473,52.7277,363,-0.940045196083,0.890736,9401000,43657.14413997288,0.000737214,190798.0,1.64217e+09,-1.56095,-1.0,191261.0,23.779,-1.66444,2495188.80359,10870.8144978,405120.940941,1774.29,188000,172111.526319,10.6133,22704.9874273,263329.0,1.21706,227.997616262,187,92.3404,390.545,688627.0,-0.024025,2.0,101.09305244200368,107.94554395598243,-1.0,214013.0,100409.500611,1135.9360737,-9.25625903578,-1409.69655295,16273.0198107,2878.20948206,263843.0,-0.15426,32688.37289,6.242709059733897e-05,16273.0198107,-232.856
