Exploration_task0 Actions Max,Epoch Time (s),_task0 Returns Min,Policy log std Mean,VF Loss,Policy mu Std,V Predictions Max,R Predictions Min,R Predictions Max,(Previous) Eval Time (s),AverageReturn__task0,R Predictions Std,_task0 Rewards Mean,Policy Loss,_task0 Actions Max,KL Loss,Number of rollouts total,Exploration_task0 Actions Std,_task0 Rewards Max,Q Predictions Min,Policy log std Min,Z variance train,Log Pis Max,Num Paths,_task0 Rewards Min,_task0 Actions Std,Number of env steps total,Total Train Time (s),Z mean train,Q Predictions Mean,QF Loss,Policy mu Mean,_task0 Actions Min,V Predictions Mean,Log Pis Mean,Log Pis Min,Exploration_task0 Returns Max,AverageReturn_all_train_tasks,Exploration_task0 Returns Std,R Predictions Mean,Number of train steps total,Exploration_task0 Returns Mean,Log Pis Std,Exploration_task0 Rewards Max,Q Predictions Std,Policy log std Std,_task0 Rewards Std,Epoch,Policy mu Max,V Predictions Min,Q Predictions Max,_task0 Actions Mean,Policy log std Max,Train Time (s),Sample Time (s),Exploration_task0 Actions Min,RF Loss,_task0 Returns Max,Exploration_task0 Rewards Mean,Exploration_task0 Rewards Min,Exploration_task0 Returns Min,_task0 Returns Mean,Exploration_task0 Rewards Std,V Predictions Std,Exploration_task0 Actions Mean,_task0 Returns Std,KL Divergence,AverageReturn_all_test_tasks,Policy mu Min
1.0,231.98839793601292,-107.913110151,-0.184514,81683.1,18.2272,246348.0,-24.0719,13856.4,25.508378139998968,5494.56312732,896.644,36.6304208488,-44053.4,1.0,7.089777682267595e-06,24690,0.828524,740.007248739,1442.97,-4.70455,0.99814,49.9838,363,-0.847289034236,0.858553,3401000,15651.09255578013,0.000356534,43498.9,4.80265e+07,-3.71113,-1.0,44065.6,21.6373,-5.39578,483488.428955,3404.34808167,113885.661117,442.951,68000,71930.1811299,13.5361,14187.8948407,53900.5,1.25826,79.580299447,67,85.3057,2028.08,243381.0,-0.0282413,2.0,99.83040401300241,106.64961578301154,-1.0,5329.23,25069.89041,474.739195457,-10.2893351358,-1196.32445894,5494.56312732,988.261853078,54528.5,0.0300381,9352.01481493,7.089777500368655e-05,5494.56312732,-115.127
1.0,232.80578808499558,-117.472195026,-0.232614,1.01558e+06,18.5708,246657.0,-13.0405,6352.29,25.477609895002388,7445.75739852,854.42,49.6383826568,-46180.3,1.0,2.267607305839192e-05,25053,0.819262,542.383722187,1541.37,-4.50774,1.00176,49.4365,363,-0.938001796006,0.806874,3451000,15884.203480059123,0.00157322,45856.7,6.25352e+07,-3.21118,-1.0,46891.6,22.6391,-4.09449,403170.935585,7055.87765646,102228.01876,470.326,69000,66290.8662306,13.047,22374.4348545,56998.5,1.28825,86.696451886,68,93.2813,2162.73,242238.0,-0.137218,2.0,100.27876606500286,107.04941212499034,-1.0,4534.69,32329.3196674,437.519717122,-9.7454838141,-1418.74864501,7445.75739852,800.380851654,57919.8,-0.0651057,12007.5255058,0.0002267607196699828,7445.75739852,-98.5504
1.0,232.95532147600534,-105.377555264,-0.20047,139910.0,16.8426,244734.0,-23.0185,9308.65,25.783717662998242,7845.18020078,883.553,52.3012013385,-43676.5,1.0,2.4044054953265004e-05,25416,0.826125,1005.2579194,2891.43,-3.93638,0.998493,51.6617,363,-0.854577209652,0.788467,3501000,16117.20581098713,0.00128563,43340.2,8.01281e+07,-4.03628,-1.0,43736.6,21.6705,-1.66072,429996.892545,7109.09197749,124895.539169,450.839,70000,79435.6451175,13.5361,19508.984381,54813.7,1.20356,112.539204619,69,77.3703,2809.0,241530.0,0.0207713,2.0,99.45545649899941,107.71614731400769,-1.0,5188.98,36086.567428,524.275257776,-10.2200704251,-1547.90507566,7845.18020078,1171.31186696,55312.3,-0.00856564,12487.1349034,0.00024044053861871362,7845.18020078,-95.1394
1.0,232.7815787580148,-103.069568209,-0.19575,147783.0,18.0718,242156.0,-12.1526,11949.4,25.83194436100166,9543.22252206,1311.53,63.6214834804,-44777.0,1.0,2.0118730390095152e-05,25779,0.828337,1768.84658237,2069.29,-4.14351,0.998295,50.9248,363,-0.880703046125,0.837241,3551000,16349.86737948115,0.000854287,44356.4,6.16074e+07,-4.69788,-1.0,44730.6,21.2821,-3.40019,456914.289367,9414.87851664,109897.241289,579.98,71000,69064.3749083,13.3733,16985.773835,54962.6,1.24372,149.720857527,70,84.2303,2372.21,238892.0,-0.0283845,2.0,99.65893824799787,107.29069614901528,-1.0,44397.6,39613.9149574,455.824874395,-9.96037295084,-1289.2886652,9543.22252206,940.769668851,55251.9,-0.0715513,14309.8399699,0.0002011873002629727,9543.22252206,-93.7972
1.0,231.9523813699816,-108.213967073,-0.232265,404045.0,16.0344,235310.0,-11.1587,13117.6,25.712130771000375,6897.27103635,1073.34,45.981806909,-45162.4,1.0,4.474981324165128e-05,26142,0.825346,827.095870573,1370.42,-3.63125,1.00005,50.8231,363,-0.826647300603,0.783623,3601000,16581.878588347136,0.00150531,44834.2,3.95832e+07,-3.50175,-1.0,45524.4,21.0053,-4.47446,426481.501987,7641.61559563,119806.607149,499.035,72000,75534.6525333,13.4543,22052.48122,56237.5,1.20591,95.2375831977,71,87.0927,2239.79,229698.0,-0.121548,2.0,98.85141836500043,107.38883223398079,-1.0,21729.2,35680.1986627,498.52870672,-10.6745530675,-1457.10913956,6897.27103635,1059.47766983,56939.6,-0.121144,11439.7867268,0.00044749811058864,6897.27103635,-87.4801
1.0,231.46639303798656,-103.256161728,-0.17713,196127.0,16.7194,233501.0,-130.938,10847.9,25.771974264000164,5854.77589876,1109.81,39.0318393251,-44808.8,1.0,6.92512548994273e-05,26505,0.863415,785.001962679,3090.38,-4.03499,0.996347,52.3355,363,-0.796396576062,0.827066,3651000,16813.065451345115,0.00149751,44482.3,4.23056e+07,-4.75152,-1.0,44536.8,21.9221,-4.41695,443140.046106,2731.37639907,129172.662997,521.904,73000,75729.5501778,13.5381,22311.1135459,55721.3,1.21796,94.4807847879,72,81.1502,2809.68,230932.0,0.189109,2.0,98.65545856899917,107.03896020498723,-1.0,12221.3,26950.8844206,499.815031173,-10.1279780557,-1444.03912071,5854.77589876,1241.21567955,55957.1,0.0284654,9372.73987565,0.000692512548994273,5854.77589876,-84.9452
1.0,231.9818940840014,-110.373665831,-0.213423,888210.0,18.5541,239531.0,-38.9604,5710.99,25.493721037997602,7136.85414465,710.941,47.579027631,-44579.4,1.0,5.8476907724980265e-06,26868,0.835976,840.016783172,2430.58,-4.17638,1.00055,50.3009,363,-0.826481187333,0.815839,3701000,17045.355888565115,0.000984178,44308.6,4.10084e+07,-3.26601,-1.0,45353.2,21.055,-6.67682,376683.616552,10261.3883687,103615.717229,379.366,74000,62193.2404747,13.3116,14182.0326889,56336.3,1.26699,90.4329815318,73,90.191,3087.17,235136.0,0.0210831,2.0,99.54888056299751,106.93929248300628,-1.0,2297.8,29999.4279651,410.475387133,-9.93329220235,-1474.71341693,7136.85414465,823.094643928,57038.5,0.0689169,11301.9997719,5.8476907724980265e-05,7136.85414465,-99.174
1.0,234.24795736600572,-115.640883865,-0.197076,454190.0,17.1045,228009.0,-23.1715,10259.4,25.80290686800072,5571.3332307,1115.16,37.142221538,-46508.5,1.0,6.7592932282423135e-06,27231,0.839379,531.307657133,1220.05,-4.35575,0.999538,49.3628,363,-1.00952868855,0.804131,3751000,17279.585905710122,0.000905827,46255.0,7.30744e+07,-4.46301,-1.0,46951.9,21.4512,-2.28186,450205.597196,7542.2674374,120491.153264,488.122,75000,74617.2494558,13.339,17893.2440192,57530.1,1.25587,74.4646919247,74,81.1462,3003.49,223769.0,0.184612,2.0,100.69736761900276,107.74768287900224,-1.0,11679.0,32239.9539099,492.473846408,-9.36914274358,-1514.93894292,5571.3332307,999.928435597,58173.4,0.061707,9522.4253868,6.759293319191784e-05,5571.3332307,-75.6971
1.0,233.39330293699823,-119.323727592,-0.301909,125094.0,16.4004,235106.0,-112.744,4004.24,25.78580542200143,5979.18121848,601.151,39.8612081232,-43780.8,1.0,1.5268122297129594e-05,27594,0.835481,663.201623368,2750.68,-4.01927,0.99883,50.2137,363,-0.908827926901,0.825252,3801000,17513.033698845124,0.00119232,43443.6,4.57024e+07,-2.83553,-1.0,43936.7,21.9295,-3.8653,579211.489191,4535.5337653,116668.213543,294.809,76000,70438.656934,13.7697,20547.5850385,56314.8,1.16886,71.9148759058,75,92.0006,3063.11,232047.0,0.108735,2.0,99.64241214599679,107.96508536900001,-1.0,3481.61,30035.6265196,464.895135764,-10.5503330153,-1344.13525099,5979.18121848,996.700640461,56697.1,0.0683015,9599.86558809,0.00015268121205735952,5979.18121848,-77.043
1.0,232.00042414300333,-103.23379043,-0.191813,168079.0,16.8445,225945.0,-15.1193,6603.52,25.84026046299914,9712.86907443,844.372,64.7524604962,-46272.3,1.0,9.316582691099029e-06,27957,0.836788,782.884808899,2415.29,-4.14648,0.999728,55.2872,363,-0.912084734235,0.816118,3851000,17745.079344106132,0.00084208,45940.8,4.41782e+07,-4.34896,-1.0,46199.2,21.4723,-4.73013,532819.139003,4807.57392143,121264.672545,433.509,77000,73958.1743474,13.8745,13014.4174619,58198.4,1.19851,113.407566861,76,107.273,2868.89,223316.0,0.0761874,2.0,99.22913417900054,106.93102950100365,-1.0,2383.81,37481.002435,488.123950693,-11.1141440228,-1280.92122044,9712.86907443,891.938221614,58392.8,0.0341228,14903.7332182,9.31658287299797e-05,9712.86907443,-69.7907
1.0,233.09287916502217,-114.738245781,-0.217153,737455.0,16.0677,232602.0,-9.77419,8284.1,25.887200828998175,9465.96106864,770.607,63.1064071243,-46412.4,1.0,1.6470023638248676e-06,28320,0.84088,780.002414666,2402.22,-3.79989,1.00041,52.0458,363,-0.899489583056,0.81278,3901000,17978.125412717156,0.000300445,45960.9,4.955e+07,-3.27936,-1.0,46816.6,21.2747,-4.00048,460875.274542,10771.1093931,123040.525502,377.69,78000,74673.9207733,13.7759,12033.1855293,58006.0,1.18536,111.969926879,77,104.801,2617.76,227225.0,-0.166459,2.0,99.59588141800123,107.60979691802277,-1.0,3347.46,38958.9957246,492.847877104,-11.1102271549,-1492.54089591,9465.96106864,1022.03030757,59001.7,0.0736338,14841.7771865,1.6470023183501326e-05,9465.96106864,-72.0225
1.0,233.31792612799836,-103.555149956,-0.213545,220182.0,17.0174,227306.0,-16.0599,13325.2,25.840585212001315,4584.95904558,1142.5,30.5663936372,-45666.8,1.0,4.545721094473265e-05,28683,0.838958,266.739902071,2664.49,-4.06722,0.99966,52.5986,363,-0.795586851249,0.853065,3951000,18211.518546077157,0.00184749,45180.9,5.73792e+07,-5.13327,-1.0,45818.2,21.5099,-5.25682,542013.576448,5487.23459144,135525.694153,536.746,79000,85446.8916682,13.5565,21267.6959597,57794.1,1.1954,51.2586141172,78,214.85,2573.66,225014.0,0.219589,2.0,100.30433733699829,107.17300357899876,-1.0,12975.0,23117.925853,563.94948501,-11.0888837101,-1499.47020757,4584.95904558,1191.73717938,58342.7,0.0679584,7471.09245213,0.0004545721167232841,4584.95904558,-74.6489
1.0,233.8337958379925,-116.980096516,-0.14859,151980.0,16.4697,220818.0,-9.54043,9552.63,25.91712275899772,5978.86220117,896.374,39.8590813412,-45607.1,1.0,4.228630132274702e-06,29046,0.838011,416.590957018,1959.95,-3.44106,0.999851,50.1538,363,-1.03737979539,0.865562,4001000,18445.269751281154,0.000574316,45629.0,1.17855e+08,-4.17277,-1.0,45679.8,21.3917,-3.58573,516581.144438,11439.0167706,110637.444159,458.357,80000,69984.5466577,13.6725,15659.6358853,58714.4,1.12662,74.4676196391,79,137.906,2598.83,219307.0,0.0527992,2.0,100.20539864600141,107.71127443299338,-1.0,7089.63,33795.0327914,461.898007941,-10.9484289311,-1346.98204669,5978.86220117,873.419942339,58698.1,0.103867,10570.7057847,4.228630132274702e-05,5978.86220117,-75.0999
1.0,232.47662563702033,-111.090373921,-0.154231,915054.0,15.8607,219718.0,-18.6967,8231.51,25.834807057002763,6313.1145692,1160.04,42.0874304614,-45468.4,1.0,1.3046007552475203e-05,29409,0.852838,353.393224516,2159.22,-3.21671,1.00031,50.4466,363,-0.882816292604,0.838132,4051000,18677.886064331167,0.000812296,45207.6,6.29953e+07,-4.6901,-1.0,44818.2,20.5501,-7.87091,549879.755395,2214.54117723,138721.30802,676.859,81000,87730.2107228,12.9402,16492.6927918,58302.8,1.09594,70.5188564329,80,175.492,1410.91,219253.0,0.214809,2.0,99.27208067199899,107.36973790801858,-1.0,5870.83,29796.9838164,579.01939077,-10.3274282879,-1497.14222697,6313.1145692,1129.49262034,58085.3,0.167966,10146.0828943,0.00013046007370576262,6313.1145692,-73.938
1.0,233.98048941200614,-98.6452655926,-0.148861,613251.0,17.4696,203638.0,-386.476,8194.9,25.97535011799846,11063.5725599,990.53,73.7571503991,-45676.8,1.0,3.796883538598195e-05,29772,0.843954,1443.8991815,2469.07,-3.05022,1.00239,47.6097,363,-0.832312383803,0.792907,4101000,18911.740406623176,0.00148402,45490.4,8.12922e+07,-4.23487,-1.0,45220.3,20.6893,-2.52565,503003.437518,6008.60196405,148251.611792,534.086,82000,93653.0704203,12.9541,18982.0561349,57983.8,1.14857,157.73424791,81,144.174,2068.37,208206.0,-0.0435185,2.0,100.60497291199863,107.40016638200905,-1.0,4056.12,44638.3810427,618.110264774,-10.9141066971,-1209.84653825,11063.5725599,1176.23413893,57733.1,0.104077,16738.8702401,0.00037968833930790424,11063.5725599,-74.1813
1.0,234.27779654098413,-106.768478191,-0.15383,243105.0,17.0009,209606.0,-52.0419,9477.51,25.85101768399909,8838.43197349,973.497,58.9228798232,-46191.0,1.0,6.34217940387316e-05,30135,0.850623,664.899066316,2216.06,-2.9239,1.00177,49.3515,363,-0.882940980589,0.84382,4151000,19145.79729279916,0.00195753,45952.5,9.76247e+07,-4.98846,-1.0,46180.5,20.6701,-5.297,516065.691655,4801.65215536,139808.563953,502.599,83000,79228.9593141,12.9937,22800.6169077,58887.8,1.12159,103.369197082,82,106.761,2110.44,208100.0,0.0266546,2.0,100.69324862200301,107.73353023498203,-1.0,4007.21,32930.9883083,522.911131473,-9.11741165886,-1519.55115552,8838.43197349,1373.09194021,59105.0,0.00186173,12938.997986,0.0006342179258354008,8838.43197349,-69.8573
1.0,233.22190063999733,-119.28744557,-0.253934,241581.0,16.7797,205597.0,-171.9,10756.4,25.63071943400064,8492.77155759,1164.28,56.6184770506,-46432.4,1.0,6.750345619366271e-06,30498,0.839883,952.488593842,2091.55,-3.65043,1.00015,50.7612,363,-0.939837746346,0.860488,4201000,19378.843467925162,0.000806672,46212.1,5.85622e+07,-3.04363,-1.0,46453.3,20.7913,-4.63359,550256.764153,10792.9324247,145283.168787,572.59,84000,92539.0849866,13.1301,22963.3794379,59339.2,1.11509,119.527229968,83,97.1082,1899.27,204298.0,0.084973,2.0,99.61309176899886,107.97808943699783,-1.0,21636.0,37653.3801319,610.757960911,-9.31063131451,-1473.58263718,8492.77155759,1304.4318641,59621.5,0.0674046,13226.005522,6.750345346517861e-05,8492.77155759,-64.5082
1.0,231.60228007598198,-101.402729086,-0.282059,299087.0,15.7034,204206.0,-14.8747,14985.7,25.456027629996242,8117.0556103,1524.3,54.1137040687,-44526.9,1.0,9.598202268534806e-06,30861,0.863302,677.84015128,1825.56,-3.78719,1.00007,50.5692,363,-0.921395048231,0.828224,4251000,19610.516300225147,0.000982465,44142.2,7.37613e+07,-4.6729,-1.0,44570.1,19.3558,-7.57671,516594.526389,6876.13523984,143490.726131,613.903,85000,76861.7771863,13.5525,22807.6095012,58247.4,1.12487,90.1175220946,84,119.564,1901.64,203906.0,0.0238613,2.0,98.88796073599951,107.25829170998622,-1.0,18273.5,29371.4838042,507.28772943,-10.2607261251,-1523.53587836,8117.0556103,1419.03299555,58604.1,0.0755077,11660.2266613,9.598202450433746e-05,8117.0556103,-72.6754
1.0,232.13120562395488,-120.500841437,-0.258395,423542.0,16.1816,205029.0,-121.448,15336.3,25.526716434993432,6219.11033262,1205.89,41.4607355508,-45082.0,1.0,1.0901759196713101e-05,31224,0.859509,2303.04509679,1752.32,-3.74897,1.0013,50.0289,363,-1.03565077858,0.823611,4301000,19842.648946700105,0.000517791,44774.2,5.36302e+07,-4.27444,-1.0,44938.3,19.8335,-4.26431,478189.612914,11301.2047529,120214.636571,502.312,86000,70499.0145937,13.8049,15746.8506114,59285.5,1.13196,149.769101755,85,162.936,1755.04,203283.0,0.0702706,2.0,99.57450997400156,107.0299792149599,-1.0,13754.3,49825.3801477,465.293496318,-11.2588469471,-1424.3989611,6219.11033262,1033.78728423,59423.7,0.0103408,14692.7857295,0.00010901759378612041,6219.11033262,-98.3203
1.0,232.0679875279966,-118.795892204,-0.276859,582058.0,15.8487,202692.0,-13.7562,11764.1,25.53055120699719,7941.58375275,1024.7,52.943891685,-47843.0,1.0,3.209038914064877e-05,31587,0.859416,1627.44773714,1765.66,-4.1713,1.00167,53.0631,363,-0.939837746346,0.825853,4351000,20074.90165811712,0.00112449,47407.4,7.01229e+07,-3.64084,-1.0,48115.1,20.9109,-5.33249,558141.392437,3882.21616852,116800.023742,464.481,87000,61559.0923161,14.198,19815.077476,60258.8,1.10484,133.159636379,86,133.159,1837.9,200176.0,-0.0572341,2.0,99.28688358799991,107.2505527329995,-1.0,5186.77,41426.4909509,406.290009286,-10.7154325544,-1525.89737372,7941.58375275,1014.26621905,60976.3,0.0225102,13606.7301679,0.00032090386957861483,7941.58375275,-114.238
1.0,230.81394972596172,-108.383962024,-0.311424,548534.0,14.1013,195178.0,-55.5875,11642.7,25.71541507600341,3665.33820983,964.298,24.4355880656,-45806.8,1.0,8.972210707725026e-06,31950,0.848056,263.034312307,1767.39,-4.49349,1.00288,55.5796,363,-0.971783024729,0.806389,4401000,20305.578422804083,0.00029765,45373.8,6.31361e+07,-2.82618,-1.0,46008.7,20.3394,-4.9292,505422.111812,12316.607181,123864.5233,347.413,88000,60897.4932412,13.5613,15050.2886126,60008.2,1.03578,44.9117025488,87,150.36,1669.28,192746.0,0.118654,2.0,97.79777275500237,107.30076189495594,-1.0,2660.7,16326.7911672,401.923455392,-11.3498598339,-1299.06909162,3665.33820983,1036.20479064,60656.9,0.0267893,6115.94902872,8.972210343927145e-05,3665.33820983,-152.283
1.0,230.41873800601752,-111.460627324,-0.400418,451276.0,13.349,205147.0,-66.2033,15422.6,25.578666554996744,6218.15693146,1275.41,41.454379543,-45189.5,1.0,2.1566067516687326e-05,32313,0.829066,402.108922627,1550.15,-3.91048,0.997807,53.2577,363,-0.885855582977,0.76695,4451000,20535.8017459461,0.00071253,44980.5,6.76487e+07,-2.45397,-1.0,45436.6,20.6569,-4.09662,709534.702508,6992.44326673,116353.971028,316.881,89000,56046.0660981,13.8896,20790.2866452,60025.5,0.982643,93.3682375877,88,220.961,1512.66,200565.0,0.0827493,2.0,97.71290595900064,107.12716549202014,-1.0,117555.0,40596.2377072,369.904036247,-11.2899038226,-1307.56432966,6218.15693146,1016.92537503,60423.8,0.0350328,12726.2522373,0.00021566066425293684,6218.15693146,-183.731
1.0,230.31433823100087,-112.43198295,-0.331222,1.56489e+06,14.4877,211744.0,-64.7814,14254.3,25.38467360100185,1381.69287634,872.544,9.21128584226,-45124.2,1.0,1.973490543605294e-05,32676,0.848899,454.935366957,1732.49,-3.96084,0.996892,55.4211,363,-1.19998910543,0.845857,4501000,20766.429831111094,0.000242522,44868.5,6.99388e+07,-2.7822,-1.0,45822.5,19.7608,-4.35156,545406.294262,1751.64243126,103498.390554,300.258,90000,46996.2671777,13.6379,17245.2015847,59999.2,1.02215,40.2486633064,89,198.838,1651.59,207469.0,-0.11112,2.0,98.32531736300007,106.60434726699896,-1.0,4693.94,22446.4169496,310.175363373,-11.3030574242,-1601.4328652,1381.69287634,875.780117015,61062.8,0.06539,5194.81405904,0.00019734905799850821,1381.69287634,-124.99
1.0,231.62236588697124,-109.715887459,-0.290684,577852.0,14.8616,207976.0,-26.9269,9617.05,25.69888447700214,8625.69211361,798.219,57.5046140907,-45062.0,1.0,8.576488653488923e-06,33039,0.853734,946.68718012,1771.34,-3.76872,1.00058,54.3105,363,-0.900706389776,0.859241,4551000,20997.84600477207,0.000881033,44919.6,7.61359e+07,-3.06372,-1.0,45252.5,20.9722,-3.60171,539234.777547,10206.7310037,107189.828857,307.922,91000,52527.7583993,13.7229,20713.8467891,60479.7,1.04423,106.405910735,90,161.904,1538.8,207889.0,-0.0716227,2.0,98.89755537600286,107.02592603396624,-1.0,4078.55,41140.8780631,346.683205436,-10.344425515,-1464.36822985,8625.69211361,934.967810745,60817.3,-0.100165,12842.5611064,8.576488471589983e-05,8625.69211361,-115.241
1.0,236.1379778250266,-117.728615317,-0.357068,519190.0,15.9584,202849.0,-18.3073,16201.9,25.49294699299935,5987.627036,1428.49,39.9175135733,-45287.5,1.0,5.8303307014284655e-05,33402,0.868207,704.032154298,1737.71,-3.09013,0.995927,49.4079,363,-0.983220672034,0.822481,4601000,21233.93504460908,0.00148001,44851.9,6.98731e+07,-1.6799,-1.0,45092.6,20.8909,-4.12847,537669.583202,3660.70652899,132686.767949,640.903,92000,77738.2943047,13.3556,19668.6335917,59778.9,1.02719,79.4459776567,91,156.417,1573.71,198709.0,-0.0848021,2.0,103.78626392500155,106.85876690702571,-1.0,30324.2,35115.123533,513.072742411,-10.3553994526,-1626.967262,5987.627036,1215.1349689,60049.8,-0.0256403,9826.57715841,0.0005830330774188042,5987.627036,-83.2665
1.0,232.42142447696824,-112.898371018,-0.249237,403745.0,17.9823,201084.0,-32.5643,12255.4,25.444985029003874,5332.6787176,1375.23,35.5511914506,-45459.0,1.0,5.002142188459402e-06,33765,0.862678,630.067343386,1663.58,-3.08115,0.999884,52.9127,363,-0.938001796,0.851646,4651000,21466.50378701904,0.00070427,45028.0,1.20391e+08,-2.2105,-1.0,45519.3,21.1511,-4.24872,524220.817166,9908.48785085,147530.54462,574.061,93000,93317.9506449,13.943,21835.4833172,59497.4,1.07668,74.1189261797,92,112.488,1536.48,200962.0,-0.0168363,2.0,99.66023496900016,107.31620447896421,-1.0,81905.0,26012.8016796,615.898474257,-11.8580794933,-1519.15220674,5332.6787176,1460.29666421,59990.8,-0.0683819,8898.32053352,5.002142279408872e-05,5332.6787176,-97.3678
1.0,232.44733840799745,-120.648544333,-0.246489,417676.0,17.95,199230.0,-100.293,13806.5,25.593169977000798,8172.4829988,1415.44,54.483219992,-48948.9,1.0,8.027877811400685e-06,34128,0.867603,1706.78067325,1781.57,-2.89927,1.00016,52.5046,363,-1.01006564196,0.828682,4701000,21698.912292245037,0.000761859,48602.6,6.73258e+07,-2.78823,-1.0,49070.0,21.6638,-6.50149,565910.247656,6333.32963828,161512.198702,643.039,94000,101248.857822,14.0094,18680.2985908,61486.4,1.10677,153.015635498,93,131.773,1633.02,198464.0,-0.101887,2.0,99.86552470699826,106.9886437239984,-1.0,10977.4,45561.2437837,668.242461624,-10.3759831645,-1386.08940663,8172.4829988,1499.95157957,61937.0,-0.0575749,14602.1435015,8.027877629501745e-05,8172.4829988,-81.5682
1.0,232.60665390099166,-117.577205789,-0.360826,423973.0,14.2565,189527.0,-14.184,11243.9,25.555849353004305,8887.94440351,1311.27,59.2529626901,-46787.7,1.0,6.49681487630005e-06,34491,0.897519,1062.78884141,1702.38,-2.9922,1.00011,54.3166,363,-0.912652912457,0.86923,4751000,21931.71742775603,0.000651416,46484.8,6.63524e+07,-2.01836,-1.0,46926.1,20.6155,-3.09336,526191.897588,3523.65615891,140851.313192,575.436,95000,87136.8448625,13.8613,16080.372016,60633.0,0.996096,131.696626635,94,123.836,1715.96,184045.0,0.00492906,2.0,99.81581656200433,107.23498798598303,-1.0,7794.37,38326.3011491,575.103176093,-10.3738844225,-1703.71510783,8887.94440351,1316.19373509,61052.1,-0.0610884,14210.0345112,6.49681460345164e-05,8887.94440351,-72.632
1.0,231.53828194403468,-118.429853432,-0.275354,360460.0,16.1158,196571.0,-17.2274,9041.89,25.75515902400366,10342.1770621,811.731,68.9478470804,-47673.8,1.0,2.812427965181996e-06,34854,0.90019,1619.81222038,1843.97,-3.00237,1.00029,52.5643,363,-1.12861633094,0.891592,4801000,22163.07682822907,0.000628673,47376.6,7.28566e+07,-3.77346,-1.0,47550.4,21.3493,-4.55209,561888.87149,5506.69649812,133944.392763,429.475,96000,84689.2416486,13.6853,18817.5384834,61172.2,1.11238,148.71901703,95,144.535,1746.24,197180.0,-0.131851,2.0,98.91022136300307,106.87290155702794,-1.0,4218.72,51477.8150306,558.948994881,-9.80569039101,-1595.02374057,10342.1770621,1285.46046544,61265.9,-0.0493673,16688.1580913,2.812427919707261e-05,10342.1770621,-80.9213
1.0,232.3055244350253,-113.778184014,-0.401075,499456.0,13.5538,197959.0,-10.9876,17906.8,25.57695430199965,7523.52626754,1608.48,50.1568417836,-48605.6,1.0,3.622137228376232e-05,35217,0.888017,1049.00677691,1838.96,-4.92749,1.00178,55.0757,363,-0.852285020951,0.887647,4851000,22395.60725732108,0.00140348,48110.6,4.56116e+07,-2.4188,-1.0,48376.4,21.4084,-3.65765,807491.292787,2150.60376844,153911.846289,610.949,97000,94166.8599972,13.1529,23004.7119375,61848.9,1.03289,111.836339557,96,145.421,1769.48,196729.0,0.0392117,2.0,99.9713655029991,106.75720463002654,-1.0,68691.3,33820.8792164,621.501275982,-10.3739617773,-1273.31203336,7523.52626754,1386.44471643,62117.7,0.0091568,12186.5142325,0.00036221370100975037,7523.52626754,-76.3543
1.0,232.55827980998583,-121.00303539,-0.401588,388695.0,14.0089,188804.0,-15.9013,16824.2,25.802979821994086,10095.1035282,1883.66,67.3006901882,-47954.3,1.0,3.213023956050165e-05,35580,0.881273,1540.17721628,1681.73,-4.33469,0.999462,56.2183,363,-1.03750700987,0.851545,4901000,22628.12359643006,0.00143168,47396.7,8.34982e+07,-2.76009,-1.0,47993.4,21.1552,-5.72148,616604.371206,18146.9030485,151291.29098,758.401,98000,90843.8597978,13.0468,22652.6132565,61742.7,1.01992,152.641998521,97,97.2572,1636.93,187093.0,0.0168595,2.0,99.70156497999415,107.0537350079976,-1.0,68080.2,47076.3697843,599.569474666,-11.3618510679,-1392.69074819,10095.1035282,1387.76733607,62495.8,-0.0106501,16606.8531837,0.0003213023883290589,10095.1035282,-83.579
1.0,231.82422308502282,-111.671795895,-0.60554,394501.0,11.9898,196292.0,-99.4894,16790.0,25.76204781099659,9091.23772673,1253.59,60.6082515115,-47389.3,1.0,6.289853627094999e-05,35943,0.873554,2007.21395454,1720.17,-6.65436,1.00103,55.8866,363,-0.846047063657,0.860999,4951000,22859.772351821095,0.00235918,46957.9,1.05178e+08,-1.69571,-1.0,47367.3,20.46,-3.70923,669161.293119,6774.99673137,186318.759626,596.094,99000,111249.909396,13.3531,22325.401462,62381.0,0.977667,153.359632885,98,113.644,1732.74,195166.0,-0.0259114,2.0,98.93605251599365,107.12612275803258,-1.0,12372.7,48225.542476,734.249402014,-11.3467221145,-1615.68353892,9091.23772673,1697.58028019,62804.3,-0.0287863,14792.7547806,0.0006289853481575847,9091.23772673,-71.2142
1.0,231.8968358830025,-125.989164309,-0.52062,855027.0,13.0497,197304.0,-62.6947,15443.9,25.586737028002972,8444.91845783,1554.44,56.2994563855,-50251.4,1.0,2.4991195459733717e-05,36306,0.878433,1174.38170891,1756.21,-6.84446,0.999454,55.671,363,-1.13588463969,0.809225,5001000,23091.8680428821,0.0014047,49945.1,9.70902e+07,-1.13169,-1.0,50774.8,21.4006,-3.78879,593014.819853,4470.73138457,144588.031437,650.193,100000,92882.0537024,12.9134,18777.1286546,63645.1,1.04977,128.874712616,99,96.7131,1752.09,194882.0,-0.133362,2.0,99.87906515699433,106.4310336980052,-1.0,12320.3,40072.7305769,613.021554436,-11.223524324,-1549.48505031,8444.91845783,1336.38595132,64451.0,-0.0112792,13343.0244671,0.00024991194368340075,8444.91845783,-64.9527
